"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 20:51:18 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,"Rep. of Moldova",Afghanistan,Asylum-seekers,5
2014,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",18
2014,Madagascar,Afghanistan,Asylum-seekers,1
2014,Madagascar,Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Mexico,Afghanistan,Asylum-seekers,6
2014,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2014,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,558
2014,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Mongolia,Afghanistan,Asylum-seekers,2
2014,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Mozambique,Afghanistan,Asylum-seekers,1
2014,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Malaysia,Afghanistan,Asylum-seekers,212
2014,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",184
2014,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2014,Netherlands,Afghanistan,Asylum-seekers,299
2014,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6244
2014,Norway,Afghanistan,Asylum-seekers,552
2014,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5454
2014,Nepal,Afghanistan,Asylum-seekers,51
2014,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",16
2014,Nauru,Afghanistan,Asylum-seekers,52
2014,Nauru,Afghanistan,"Refugees (incl. refugee-like situations)",29
2014,"New Zealand",Afghanistan,Asylum-seekers,1
2014,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",36
2014,Pakistan,Afghanistan,Asylum-seekers,5460
2014,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1504912
2014,Panama,Afghanistan,Asylum-seekers,8
2014,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",5
2014,"Papua New Guinea",Afghanistan,Asylum-seekers,69
2014,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",27
2014,Poland,Afghanistan,Asylum-seekers,4
2014,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",93
2014,Portugal,Afghanistan,Asylum-seekers,2
2014,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",10
2014,Romania,Afghanistan,Asylum-seekers,39
2014,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",120
2014,"Russian Federation",Afghanistan,Asylum-seekers,195
2014,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1104
2014,Rwanda,Afghanistan,Asylum-seekers,1
2014,Rwanda,Afghanistan,"Refugees (incl. refugee-like situations)",6
2014,"Saudi Arabia",Afghanistan,Asylum-seekers,7
2014,Senegal,Afghanistan,Asylum-seekers,9
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,58
2014,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",278
2014,Slovenia,Afghanistan,Asylum-seekers,11
2014,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",23
2014,Sweden,Afghanistan,Asylum-seekers,2263
2014,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",12090
2014,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,251
2014,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1214
2014,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2014,Thailand,Afghanistan,Asylum-seekers,44
2014,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",8
2014,Tajikistan,Afghanistan,Asylum-seekers,122
2014,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",1975
2014,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",19
2014,Turkey,Afghanistan,Asylum-seekers,33108
2014,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",4188
2014,Ukraine,Afghanistan,Asylum-seekers,2397
2014,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1544
2014,"United States of America",Afghanistan,Asylum-seekers,412
2014,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1210
2014,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",123
2014,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",4
2014,"South Africa",Afghanistan,Asylum-seekers,6
2014,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",10
2015,Afghanistan,Afghanistan,"Internally displaced persons",1174306
2015,Angola,Afghanistan,Asylum-seekers,1
2015,Argentina,Afghanistan,Asylum-seekers,1
2015,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",5
2015,Armenia,Afghanistan,Asylum-seekers,2
2015,Australia,Afghanistan,Asylum-seekers,1422
2015,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",7785
2015,Austria,Afghanistan,Asylum-seekers,24267
2015,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",17458
2015,Azerbaijan,Afghanistan,Asylum-seekers,134
2015,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",602
2015,Belgium,Afghanistan,Asylum-seekers,1643
2015,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",2934
2015,Bulgaria,Afghanistan,Asylum-seekers,3241
2015,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",197
2015,Belarus,Afghanistan,Asylum-seekers,5
2015,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",403
2015,Brazil,Afghanistan,Asylum-seekers,43
2015,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",76
2015,Canada,Afghanistan,Asylum-seekers,368
2015,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",2890
2015,Switzerland,Afghanistan,Asylum-seekers,7243
2015,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",4686
2015,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",14
2015,China,Afghanistan,Asylum-seekers,1
2015,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2015,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,Colombia,Afghanistan,Asylum-seekers,5
2015,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2015,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,Cuba,Afghanistan,Asylum-seekers,23
2015,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",14
2015,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,Cyprus,Afghanistan,Asylum-seekers,16
2015,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2015,"Czech Rep.",Afghanistan,Asylum-seekers,6
2015,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",234
2015,Germany,Afghanistan,Asylum-seekers,42602
2015,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30026
2015,Denmark,Afghanistan,Asylum-seekers,217
2015,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2166
2015,"Dominican Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",4
2015,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",112
2015,Egypt,Afghanistan,Asylum-seekers,34
2015,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,Spain,Afghanistan,Asylum-seekers,115
2015,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",194
2015,Estonia,Afghanistan,Asylum-seekers,3
2015,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",16
2015,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Finland,Afghanistan,Asylum-seekers,3217
2015,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",1406
2015,Fiji,Afghanistan,Asylum-seekers,1
2015,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",7
2015,France,Afghanistan,Asylum-seekers,2110
2015,France,Afghanistan,"Refugees (incl. refugee-like situations)",4397
2015,"United Kingdom",Afghanistan,Asylum-seekers,2536
2015,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9354
2015,Georgia,Afghanistan,Asylum-seekers,7
2015,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2015,Greece,Afghanistan,Asylum-seekers,587
2015,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",5223
2015,Guatemala,Afghanistan,Asylum-seekers,1
2015,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,10
2015,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Croatia,Afghanistan,Asylum-seekers,1
2015,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",22
2015,Hungary,Afghanistan,Asylum-seekers,8469
2015,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",942
2015,Indonesia,Afghanistan,Asylum-seekers,3782
2015,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",2890
2015,India,Afghanistan,Asylum-seekers,2728
2015,India,Afghanistan,"Refugees (incl. refugee-like situations)",10196
2015,Ireland,Afghanistan,Asylum-seekers,162
2015,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",182
2015,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,33
2015,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",951142
2015,Iraq,Afghanistan,Asylum-seekers,133
2015,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",9
2015,Iceland,Afghanistan,Asylum-seekers,21
2015,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",12
2015,Italy,Afghanistan,Asylum-seekers,2690
2015,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",12203
2015,Jordan,Afghanistan,Asylum-seekers,9
2015,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",8
2015,Japan,Afghanistan,Asylum-seekers,14
2015,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",40
2015,Kazakhstan,Afghanistan,Asylum-seekers,49
2015,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",644
2015,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",3
2015,Kyrgyzstan,Afghanistan,Asylum-seekers,118
2015,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",258
2015,"Rep. of Korea",Afghanistan,Asylum-seekers,20
2015,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",32
2015,Lebanon,Afghanistan,Asylum-seekers,14
2015,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",20
2015,Libya,Afghanistan,Asylum-seekers,1
2015,Liechtenstein,Afghanistan,Asylum-seekers,7
2015,"Sri Lanka",Afghanistan,Asylum-seekers,108
2015,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",124
2015,Lithuania,Afghanistan,Asylum-seekers,15
2015,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",199
2015,Luxembourg,Afghanistan,Asylum-seekers,222
2015,Luxembourg,Afghanistan,"Refugees (incl. refugee-like situations)",37
2015,Latvia,Afghanistan,Asylum-seekers,33
2015,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",36
2015,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2015,Morocco,Afghanistan,Asylum-seekers,1
2015,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,"Rep. of Moldova",Afghanistan,Asylum-seekers,9
2015,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",17
2015,Madagascar,Afghanistan,Asylum-seekers,1
2015,Madagascar,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Mexico,Afghanistan,Asylum-seekers,6
2015,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2015,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,1
2015,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Mongolia,Afghanistan,Asylum-seekers,2
2015,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2015,Mozambique,Afghanistan,Asylum-seekers,1
2015,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Malaysia,Afghanistan,Asylum-seekers,336
2015,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",173
2015,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2015,Netherlands,Afghanistan,Asylum-seekers,2360
2015,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",5803
2015,Norway,Afghanistan,Asylum-seekers,6076
2015,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5684
2015,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",69
2015,Nauru,Afghanistan,Asylum-seekers,7
2015,Nauru,Afghanistan,"Refugees (incl. refugee-like situations)",41
2015,"New Zealand",Afghanistan,Asylum-seekers,7
2015,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",38
2015,Pakistan,Afghanistan,Asylum-seekers,6358
2015,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1560592
2015,Panama,Afghanistan,Asylum-seekers,8
2015,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,Philippines,Afghanistan,Asylum-seekers,1
2015,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",5
2015,"Papua New Guinea",Afghanistan,Asylum-seekers,7
2015,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",27
2015,Poland,Afghanistan,Asylum-seekers,9
2015,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",93
2015,Portugal,Afghanistan,Asylum-seekers,1
2015,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",11
2015,Paraguay,Afghanistan,Asylum-seekers,1
2015,Romania,Afghanistan,Asylum-seekers,41
2015,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",141
2015,"Russian Federation",Afghanistan,Asylum-seekers,291
2015,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",945
2015,Rwanda,Afghanistan,"Refugees (incl. refugee-like situations)",1
2015,"Saudi Arabia",Afghanistan,Asylum-seekers,1
2015,Sudan,Afghanistan,"Refugees (incl. refugee-like situations)",6
2015,Senegal,Afghanistan,Asylum-seekers,9
2015,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,35
2015,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",279
2015,Slovenia,Afghanistan,Asylum-seekers,16
2015,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",22
2015,Sweden,Afghanistan,Asylum-seekers,40614
2015,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",13064
2015,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,274
2015,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1213
2015,Thailand,Afghanistan,Asylum-seekers,47
2015,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",16
2015,Tajikistan,Afghanistan,Asylum-seekers,287
2015,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",1950
2015,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",18
2015,Turkey,Afghanistan,Asylum-seekers,90156
2015,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",3846
2015,Ukraine,Afghanistan,Asylum-seekers,2821
2015,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1520
2015,"United States of America",Afghanistan,Asylum-seekers,609
2015,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1361
2015,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",106
2015,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",4
2015,"South Africa",Afghanistan,Asylum-seekers,5
2015,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",10
2015,Zambia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Afghanistan,Afghanistan,"Internally displaced persons",1797551
2016,Angola,Afghanistan,Asylum-seekers,1
2016,"United Arab Emirates",Afghanistan,Asylum-seekers,18
2016,Argentina,Afghanistan,Asylum-seekers,2
2016,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",5
2016,Armenia,Afghanistan,Asylum-seekers,2
2016,Australia,Afghanistan,Asylum-seekers,2077
2016,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",9217
2016,Austria,Afghanistan,Asylum-seekers,29783
2016,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",20220
2016,Azerbaijan,Afghanistan,Asylum-seekers,106
2016,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",562
2016,Belgium,Afghanistan,Asylum-seekers,6457
2016,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",3201
2016,Bulgaria,Afghanistan,Asylum-seekers,7636
2016,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",170
2016,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,3
2016,Belarus,Afghanistan,Asylum-seekers,7
2016,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",227
2016,Brazil,Afghanistan,Asylum-seekers,34
2016,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",98
2016,Canada,Afghanistan,Asylum-seekers,456
2016,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",3177
2016,Switzerland,Afghanistan,Asylum-seekers,7761
2016,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",5675
2016,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",13
2016,China,Afghanistan,Asylum-seekers,20
2016,China,Afghanistan,"Refugees (incl. refugee-like situations)",3
2016,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",8
2016,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2016,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",45
2016,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Cyprus,Afghanistan,Asylum-seekers,9
2016,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2016,"Czech Rep.",Afghanistan,Asylum-seekers,16
2016,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",234
2016,Germany,Afghanistan,Asylum-seekers,126522
2016,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",46292
2016,Denmark,Afghanistan,Asylum-seekers,1555
2016,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2364
2016,"Dominican Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",4
2016,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",2
2016,Egypt,Afghanistan,Asylum-seekers,21
2016,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",14
2016,Spain,Afghanistan,Asylum-seekers,115
2016,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",235
2016,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",23
2016,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Finland,Afghanistan,Asylum-seekers,986
2016,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",2216
2016,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",7
2016,France,Afghanistan,Asylum-seekers,4180
2016,France,Afghanistan,"Refugees (incl. refugee-like situations)",7685
2016,"United Kingdom",Afghanistan,Asylum-seekers,2793
2016,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9752
2016,Georgia,Afghanistan,Asylum-seekers,9
2016,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2016,Greece,Afghanistan,Asylum-seekers,4217
2016,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",11440
2016,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Croatia,Afghanistan,Asylum-seekers,140
2016,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",39
2016,Hungary,Afghanistan,Asylum-seekers,1392
2016,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1008
2016,Indonesia,Afghanistan,Asylum-seekers,2775
2016,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",4379
2016,India,Afghanistan,Asylum-seekers,4255
2016,India,Afghanistan,"Refugees (incl. refugee-like situations)",7693
2016,Ireland,Afghanistan,Asylum-seekers,116
2016,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",222
2016,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,7
2016,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",951142
2016,Iraq,Afghanistan,Asylum-seekers,133
2016,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",11
2016,Iceland,Afghanistan,Asylum-seekers,21
2016,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",12
2016,Italy,Afghanistan,Asylum-seekers,1926
2016,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",16033
2016,Jordan,Afghanistan,Asylum-seekers,9
2016,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",8
2016,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",49
2016,Kazakhstan,Afghanistan,Asylum-seekers,87
2016,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",599
2016,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",8
2016,Kyrgyzstan,Afghanistan,Asylum-seekers,72
2016,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",242
2016,"Rep. of Korea",Afghanistan,Asylum-seekers,8
2016,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",33
2016,Lebanon,Afghanistan,Asylum-seekers,7
2016,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",22
2016,Libya,Afghanistan,Asylum-seekers,1
2016,Liechtenstein,Afghanistan,Asylum-seekers,7
2016,"Sri Lanka",Afghanistan,Asylum-seekers,111
2016,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",75
2016,Lithuania,Afghanistan,Asylum-seekers,15
2016,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",199
2016,Luxembourg,Afghanistan,Asylum-seekers,232
2016,Luxembourg,Afghanistan,"Refugees (incl. refugee-like situations)",43
2016,Latvia,Afghanistan,Asylum-seekers,10
2016,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",44
2016,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",2
2016,"Rep. of Moldova",Afghanistan,Asylum-seekers,8
2016,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",19
2016,Madagascar,Afghanistan,Asylum-seekers,3
2016,Madagascar,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Mexico,Afghanistan,Asylum-seekers,6
2016,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2016,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,1
2016,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",4
2016,Malta,Afghanistan,Asylum-seekers,7
2016,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Montenegro,Afghanistan,Asylum-seekers,21
2016,Mongolia,Afghanistan,Asylum-seekers,1
2016,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",4
2016,Mauritania,Afghanistan,Asylum-seekers,7
2016,Malaysia,Afghanistan,Asylum-seekers,454
2016,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",252
2016,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2016,Netherlands,Afghanistan,Asylum-seekers,1672
2016,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",5791
2016,Norway,Afghanistan,Asylum-seekers,2453
2016,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",6568
2016,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",59
2016,Nauru,Afghanistan,Asylum-seekers,7
2016,Nauru,Afghanistan,"Refugees (incl. refugee-like situations)",41
2016,"New Zealand",Afghanistan,Asylum-seekers,5
2016,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",41
2016,Pakistan,Afghanistan,Asylum-seekers,4447
2016,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1352160
2016,Panama,Afghanistan,Asylum-seekers,8
2016,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Philippines,Afghanistan,Asylum-seekers,2
2016,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",12
2016,"Papua New Guinea",Afghanistan,Asylum-seekers,2
2016,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",28
2016,Poland,Afghanistan,Asylum-seekers,8
2016,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",92
2016,Portugal,Afghanistan,Asylum-seekers,11
2016,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",14
2016,Romania,Afghanistan,Asylum-seekers,1
2016,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",129
2016,"Russian Federation",Afghanistan,Asylum-seekers,226
2016,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",709
2016,Rwanda,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,"Saudi Arabia",Afghanistan,Asylum-seekers,1
2016,Sudan,Afghanistan,"Refugees (incl. refugee-like situations)",6
2016,Senegal,Afghanistan,"Refugees (incl. refugee-like situations)",8
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,70
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,"Refugees (incl. refugee-like situations)",3449
2016,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",287
2016,Slovenia,Afghanistan,Asylum-seekers,93
2016,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",36
2016,Sweden,Afghanistan,Asylum-seekers,34217
2016,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",16558
2016,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,280
2016,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1186
2016,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2016,Thailand,Afghanistan,Asylum-seekers,19
2016,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",54
2016,Tajikistan,Afghanistan,Asylum-seekers,431
2016,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",2711
2016,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",19
2016,Turkey,Afghanistan,Asylum-seekers,114693
2016,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",3423
2016,Ukraine,Afghanistan,Asylum-seekers,2909
2016,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1497
2016,"United States of America",Afghanistan,Asylum-seekers,784
2016,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1466
2016,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",26
2016,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",10
2016,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",6
2016,Zambia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2017,Afghanistan,Afghanistan,"Internally displaced persons",1837079
2017,Angola,Afghanistan,Asylum-seekers,1
2017,Albania,Afghanistan,Asylum-seekers,1
2017,"United Arab Emirates",Afghanistan,Asylum-seekers,14
2017,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",5
2017,Argentina,Afghanistan,Asylum-seekers,9
2017,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",5
2017,Armenia,Afghanistan,Asylum-seekers,6
